ticker,has_fundamentals,fundamentals_ready,missing_fundamentals_fields,source,updated_at
A,True,True,,sec_companyfacts,2026-06-07T03:00:27.688197+00:00
AACB,True,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",sec_companyfacts,2026-06-07T03:00:27.688834+00:00
AACI,True,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",sec_companyfacts,2026-06-07T03:00:27.689404+00:00
AACO,True,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",sec_companyfacts,2026-06-07T03:00:27.689952+00:00
AAL,True,True,,sec_companyfacts,2026-06-07T03:00:27.690475+00:00
AAME,True,True,,sec_companyfacts,2026-06-07T03:00:27.690990+00:00
AAOI,True,True,,sec_companyfacts,2026-06-07T03:00:27.691509+00:00
AAON,True,True,,sec_companyfacts,2026-06-07T03:00:27.692028+00:00
AAPG,True,False,"free_cash_flow, revenue, fcf_margin",sec_companyfacts,2026-06-07T03:00:27.692569+00:00
AAPL,True,True,,sec_companyfacts,2026-06-07T03:00:27.693086+00:00
AARD,True,False,"revenue, fcf_margin",sec_companyfacts,2026-06-07T03:00:27.693603+00:00
ABAT,True,False,fcf_margin,sec_companyfacts,2026-06-07T03:00:27.694119+00:00
ABBV,True,True,,sec_companyfacts,2026-06-07T03:00:27.694862+00:00
ABCL,True,False,"revenue, fcf_margin",sec_companyfacts,2026-06-07T03:00:27.695914+00:00
ABEO,True,True,,sec_companyfacts,2026-06-07T03:00:27.696501+00:00
ABLV,True,False,shares_outstanding,sec_companyfacts,2026-06-07T03:00:27.697019+00:00
ABNB,True,False,"revenue, fcf_margin, shares_outstanding",sec_companyfacts,2026-06-07T03:00:27.697535+00:00
ABOS,True,False,"revenue, fcf_margin",sec_companyfacts,2026-06-07T03:00:27.698055+00:00
ABSI,True,True,,sec_companyfacts,2026-06-07T03:00:27.698568+00:00
ABT,True,True,,sec_companyfacts,2026-06-07T03:00:27.699086+00:00
ABTC,True,True,,sec_companyfacts,2026-06-07T03:00:27.699601+00:00
ABTS,True,False,"revenue, fcf_margin",sec_companyfacts,2026-06-07T03:00:27.700122+00:00
ABUS,True,True,,sec_companyfacts,2026-06-07T03:00:27.700644+00:00
ABVC,True,True,,sec_companyfacts,2026-06-07T03:00:27.701163+00:00
ABVE,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.701531+00:00
ACAA,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.701883+00:00
ACAD,True,True,,sec_companyfacts,2026-06-07T03:00:27.702404+00:00
ACB,True,False,"free_cash_flow, revenue, fcf_margin",sec_companyfacts,2026-06-07T03:00:27.703093+00:00
ACCL,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.703487+00:00
ACDC,True,False,"revenue, fcf_margin",sec_companyfacts,2026-06-07T03:00:27.704027+00:00
ACET,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.704389+00:00
ACFN,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.705065+00:00
ACGL,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.705691+00:00
ACHC,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.706100+00:00
ACHV,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.706505+00:00
ACIC,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.706886+00:00
ACIU,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.707259+00:00
ACIW,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.707635+00:00
ACLS,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.708004+00:00
ACMR,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.708371+00:00
ACN,True,True,,sec_companyfacts,2026-06-07T03:00:27.709051+00:00
ACNB,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.709538+00:00
ACNT,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.709980+00:00
ACOG,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.710571+00:00
ACON,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.711253+00:00
ACRS,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.711924+00:00
ACRV,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.712368+00:00
ACT,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.712846+00:00
ACTG,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.713308+00:00
ACTU,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.713667+00:00
ACXP,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.714012+00:00
ADAC,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.714351+00:00
ADAG,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.714697+00:00
ADAM,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.715312+00:00
ADBE,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.715849+00:00
ADEA,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.716290+00:00
ADGM,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.716686+00:00
ADI,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.717049+00:00
ADIL,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.717426+00:00
ADM,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.717798+00:00
ADMA,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.718175+00:00
ADP,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.718544+00:00
ADPT,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.718984+00:00
ADSE,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.719447+00:00
ADSK,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.719794+00:00
ADTN,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.720130+00:00
ADTX,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.720467+00:00
ADUR,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.720803+00:00
ADUS,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.721138+00:00
ADV,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.721478+00:00
ADVB,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.721812+00:00
AEAQ,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.722148+00:00
AEBI,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.722486+00:00
AEC,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.722818+00:00
AEE,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.723160+00:00
AEHL,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.723491+00:00
AEHR,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.723826+00:00
AEI,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.724174+00:00
AEIS,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.724507+00:00
AEMD,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.725019+00:00
AENT,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.725495+00:00
AEP,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.725891+00:00
AERT,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.726267+00:00
AES,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.726645+00:00
AEVA,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.727013+00:00
AEYE,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.727444+00:00
AFBI,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.727815+00:00
AFCG,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.728154+00:00
AFJK,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.728492+00:00
AFL,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.728828+00:00
AFRI,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.729163+00:00
AFRM,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.729506+00:00
AFYA,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.729842+00:00
AGAE,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.730177+00:00
AGCC,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.730512+00:00
AGEN,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.730873+00:00
AGIO,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.731206+00:00
AGMB,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.731537+00:00
AGMH,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.731868+00:00
AGNC,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.732205+00:00
AGNT,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.732548+00:00
AGPU,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.732880+00:00
AGRZ,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.733215+00:00
AGYS,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.733553+00:00
AHCO,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.733900+00:00
AHMA,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.734243+00:00
AIAI,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.734598+00:00
AIDX,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.734955+00:00
AIFC,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.735388+00:00
AIFF,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.735834+00:00
AIFU,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.736214+00:00
AIG,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.736573+00:00
AIHS,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.736937+00:00
AIIO,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.737297+00:00
AIIR,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.737652+00:00
AIMD,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.737997+00:00
AIOS,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.738340+00:00
AIOT,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.738681+00:00
AIP,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.739029+00:00
AIRE,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.739381+00:00
AIRG,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.739730+00:00
AIRJ,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.740076+00:00
AIRO,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.740429+00:00
AIRS,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.740780+00:00
AIRT,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.741128+00:00
AISP,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.741488+00:00
AIXC,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.741856+00:00
AIZ,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.742224+00:00
AJG,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.744937+00:00
AKAM,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.745597+00:00
AKAN,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.746026+00:00
AKBA,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.746418+00:00
AKTS,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.746809+00:00
ALAB,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.747409+00:00
ALB,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.747814+00:00
ALBT,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.748186+00:00
ALCO,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.748560+00:00
ALDF,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.748939+00:00
ALDX,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.749318+00:00
ALEC,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.749694+00:00
ALF,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.750081+00:00
ALGM,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.750466+00:00
ALGN,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.750842+00:00
ALGS,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.751215+00:00
ALGT,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.751587+00:00
ALHC,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.751953+00:00
ALIS,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.752322+00:00
ALKS,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.752711+00:00
ALKT,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.753078+00:00
ALL,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.753454+00:00
ALLE,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.753832+00:00
ALLO,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.754197+00:00
ALLR,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.754564+00:00
ALLT,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.754922+00:00
ALM,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.755283+00:00
ALMR,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.755641+00:00
ALMS,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.755997+00:00
ALMU,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.756351+00:00
ALNT,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.756692+00:00
ALNY,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.757242+00:00
ALOT,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.759681+00:00
ALOY,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.760953+00:00
ALP,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.762831+00:00
ALPS,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.763638+00:00
ALRM,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.764308+00:00
ALRS,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.764850+00:00
ALT,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.765252+00:00
ALTI,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.765639+00:00
ALTO,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.766017+00:00
ALVO,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.766395+00:00
ALXO,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.766772+00:00
ALZN,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.767136+00:00
AMAL,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.767488+00:00
AMAN,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.767841+00:00
AMAT,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.768209+00:00
AMBA,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.768564+00:00
AMCI,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.768911+00:00
AMCR,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.769387+00:00
AMCX,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.770085+00:00
AMD,True,True,,sec_companyfacts,2026-06-07T03:00:27.770782+00:00
AME,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.771169+00:00
AMGN,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.771529+00:00
AMIX,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.771881+00:00
AMKR,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.772239+00:00
AMLX,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.772586+00:00
AMOD,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.772937+00:00
AMP,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.773301+00:00
AMPG,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.773662+00:00
AMPH,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.774005+00:00
AMPL,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.774352+00:00
AMRX,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.774694+00:00
AMSC,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.775037+00:00
AMSF,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.775379+00:00
AMSS,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.775724+00:00
AMST,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.776066+00:00
AMT,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.776405+00:00
AMTX,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.776746+00:00
AMWD,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.777082+00:00
AMZN,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.777432+00:00
ANAB,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.777785+00:00
ANDE,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.778126+00:00
ANET,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.778466+00:00
ANGH,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.779055+00:00
ANGI,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.779524+00:00
ANGO,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.780326+00:00
ANIK,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.780781+00:00
ANIP,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.781246+00:00
ANIX,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.781673+00:00
ANNA,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.782047+00:00
ANNX,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.782406+00:00
ANPA,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.782758+00:00
ANSC,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.783105+00:00
ANTA,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.783466+00:00
ANTX,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.783819+00:00
ANY,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.784194+00:00
AON,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.784569+00:00
AOS,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.784920+00:00
AOSL,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.785260+00:00
AOUT,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.785630+00:00
APA,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.785994+00:00
APAC,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.786338+00:00
APC,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.786682+00:00
APD,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.787030+00:00
APEI,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.787379+00:00
APGE,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.787718+00:00
APH,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.788059+00:00
API,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.788419+00:00
APLD,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.788786+00:00
APLM,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.789126+00:00
APM,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.789464+00:00
APO,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.790496+00:00
APOG,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.791055+00:00
APP,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.791552+00:00
APPF,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.791978+00:00
APPN,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.792475+00:00
APPS,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.792859+00:00
APRE,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.793214+00:00
APTV,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.793569+00:00
APVO,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.793930+00:00
APWC,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.794357+00:00
APXT,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.794796+00:00
APYX,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.795189+00:00
AQB,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.795566+00:00
AQMS,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.795931+00:00
AQST,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.796300+00:00
ARAI,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.796650+00:00
ARAY,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.796992+00:00
ARBB,False,False,"free_cash_flow, revenue, fcf_margin, shares_outstanding",,2026-06-07T03:00:27.797346+00:00
