ticker,theme,sector,pe_ratio,revenue_growth,profit_margin,debt_to_equity,revenue,eps,free_cash_flow,fcf,fcf_margin,operating_margin,gross_margin,ebitda,cash,debt,net_debt,shares_outstanding,trailing_pe,forward_pe,price_to_book,market_cap,enterprise_value,source,as_of_date,sec_cik,sec_form,sec_filed_date,sec_accession,sec_fact_warnings,sec_entity_name,period,net_income,updated_at
AEE,,,,0.1542699724517906,0.0594385725650642,,8799000000.0,5.35,-775000000.0,,-0.088078190703489,0.2302534378906694,,,13000000.0,21304000000.0,,276751616.0,,,,,,sec_companyfacts,2025-12-31,1002910,10-K,2026-02-18,0001002910-26-000009,EBITDA was not staged because no direct SEC EBITDA fact was available.,AMEREN CORP,,,
AEHR,,,,-0.1094868464767887,-0.0663071496404829,,58968000.0,-0.13,-12392000.0,,-0.2101478768145434,-0.0962725546058879,,,36911000.0,0.0,,31453254.0,,,,,,sec_companyfacts,2025-05-30,1040470,10-K,2025-07-28,0001654954-25-008553,EBITDA was not staged because no direct SEC EBITDA fact was available.,AEHR TEST SYSTEMS,,,
AEI,,,,-0.7882697298372189,-10.60529359465429,,4470875.0,-2.22,-6102996.0,,-1.3650562809293485,-3.3887288282495036,,,21478610.0,651034.0,,38895830.0,,,,,,sec_companyfacts,2025-12-31,1750106,10-K,2026-03-31,0001493152-26-014302,EBITDA was not staged because no direct SEC EBITDA fact was available.,Alset Inc.,,,
AEIS,,,,0.2137651821862348,0.030138981543251,,1798800000.0,3.84,125900000.0,,0.0699911051812319,0.0933955970647098,,,699500000.0,1135000000.0,,38030657.0,,,,,,sec_companyfacts,2025-12-31,927003,10-K,2026-02-13,0001104659-26-014731,EBITDA was not staged because no direct SEC EBITDA fact was available.,ADVANCED ENERGY INDUSTRIES INC,,,
AENT,,,,-0.6785714285714286,5.584444444444444,,2700000.0,0.3,26755000.0,,9.90925925925926,11.16148148148148,,,1237000.0,,,50930770.0,,,,,,sec_companyfacts,2025-06-30,1823584,10-K,2025-09-10,0001493152-25-012989,Debt was unavailable from SEC Companyfacts. | EBITDA was not staged because no direct SEC EBITDA fact was available.,ALLIANCE ENTERTAINMENT HOLDING CORP,,,
AEP,,,,0.1092743775670604,0.0676540501005668,,21876000000.0,6.66,3491000000.0,,0.1595812762845127,0.2431431705979155,,,306000000.0,51109000000.0,,544104955.0,,,,,,sec_companyfacts,2025-12-31,4904,10-K,2026-02-12,0000004904-26-000013,EBITDA was not staged because no direct SEC EBITDA fact was available.,AMERICAN ELECTRIC POWER CO INC.,,,
AERT,,,,-0.0026211572979287,0.0404347701888193,,70014000.0,0.05,5659000.0,,0.0808266918044962,0.0645299511526266,,,4878000.0,6032000.0,,47152626.0,,,,,,sec_companyfacts,2026-03-31,1853044,10-K,2026-06-08,0001829126-26-006123,EBITDA was not staged because no direct SEC EBITDA fact was available.,"Aeries Technology, Inc.",,,
AES,,,,-0.0036650920345333,0.0743889479277364,,12233000000.0,1.26,-1623000000.0,,-0.1326739148205673,,,,1600000000.0,,,713157713.0,,,,,,sec_companyfacts,2025-12-31,874761,10-K,2026-03-02,0000874761-26-000063,Debt was unavailable from SEC Companyfacts. | EBITDA was not staged because no direct SEC EBITDA fact was available.,AES CORP,,,
AEVA,,,,0.9943739658025372,-8.020355108136512,,18079000.0,-2.55,-119686000.0,,-6.620167044637425,-7.057746556778583,,,31176000.0,,,63040821.0,,,,,,sec_companyfacts,2025-12-31,1789029,10-K,2026-03-20,0001193125-26-116518,Debt was unavailable from SEC Companyfacts. | EBITDA was not staged because no direct SEC EBITDA fact was available.,"Aeva Technologies, Inc.",,,
AEYE,,,,0.1451663305019744,-0.076331522413237,,40311000.0,-0.25,4699000.0,,0.1165686785244722,-0.045397038029322,,,8563000.0,16606000.0,,12438294.0,,,,,,sec_companyfacts,2025-12-31,1362190,10-K,2026-03-12,0001104659-26-027159,EBITDA was not staged because no direct SEC EBITDA fact was available.,"AudioEye, Inc.",,,
AFRI,,,,-0.3564070118115548,-0.0843683423235574,,176488000.0,-0.47,-161000.0,,-0.0009122433253252,-0.0201430125560944,,,14309000.0,26394000.0,,26917597.0,,,,,,sec_companyfacts,2025-12-31,1903870,20-F,2026-05-15,0001493152-26-023781,EBITDA was not staged because no direct SEC EBITDA fact was available.,FORAFRIC GLOBAL PLC,,,
AGEN,,,,0.1037375680194852,-0.0270008756874146,,114196000.0,0.0,-77201000.0,,-0.6760394409611545,-0.176617394654804,,,34996000.0,30193000.0,,41642431.0,,,,,,sec_companyfacts,2025-12-31,1098972,10-K,2026-03-16,0001193125-26-108632,EBITDA was not staged because no direct SEC EBITDA fact was available.,AGENUS INC,,,
AGIO,,,,0.4803002904268727,-7.644184496927519,,54028000.0,-7.12,-377293000.0,,-6.98328644406604,-8.738654031243058,,,113600000.0,,,59471609.0,,,,,,sec_companyfacts,2025-12-31,1439222,10-K,2026-02-12,0001439222-26-000025,Debt was unavailable from SEC Companyfacts. | EBITDA was not staged because no direct SEC EBITDA fact was available.,"AGIOS PHARMACEUTICALS, INC.",,,
APLD,,,,0.0554465736579367,-1.0352374941918123,,144193000.0,-1.16,-797005000.0,,-5.527348761729072,-0.1168225919427434,,,1730440000.0,7190000.0,,285769539.0,,,,,,sec_companyfacts,2025-05-31,1144879,10-K,2025-07-30,0001144879-25-000021,EBITDA was not staged because no direct SEC EBITDA fact was available.,APPLIED DIGITAL CORPORATION,,,
AGNT,,,,0.0448015969623037,-0.0047595389319765,,4772311000.0,-0.14,109042000.0,,0.0228488880963541,-0.0044980304091665,,,122149000.0,926000.0,,164323924.0,,,,,,sec_companyfacts,2025-12-31,1495932,10-K,2026-02-24,0001104659-26-019145,EBITDA was not staged because no direct SEC EBITDA fact was available.,"EXP WORLD HOLDINGS, INC.",,,
AGYS,,,,0.1585057904971991,0.1214830635867114,,319312000.0,1.37,68149000.0,,0.2134244876484441,0.1347115047351806,,,116894000.0,0.0,,28166629.0,,,,,,sec_companyfacts,2026-03-31,78749,10-K,2026-05-21,0001193125-26-234423,EBITDA was not staged because no direct SEC EBITDA fact was available.,"AGILYSYS, INC.",,,
AHCO,,,,-0.0049426935195762,-0.0218172942598086,,3244857000.0,-0.52,219383000.0,,0.067609450894138,0.0280052402925614,,,47964000.0,1823277000.0,,136054152.0,,,,,,sec_companyfacts,2025-12-31,1725255,10-K,2026-02-24,0001628280-26-011213,EBITDA was not staged because no direct SEC EBITDA fact was available.,AdaptHealth Corp.,,,
AIFC,,,,1.0896777992765203,-13.86904186795491,,24840000.0,-5.91,-7168000.0,,-0.2885668276972625,-0.919927536231884,,,10522000.0,6166000.0,,139836511.0,,,,,,sec_companyfacts,2025-12-27,862861,10-K,2026-04-13,0001493152-26-016259,EBITDA was not staged because no direct SEC EBITDA fact was available.,AI FINANCIAL CORPORATION,,,
AIFF,,,,9.574074074074074,-17.409807355516637,,1142000.0,-1.97,-8194000.0,,-7.175131348511384,-7.754816112084063,,,3127000.0,450000.0,,15571780.0,,,,,,sec_companyfacts,2025-12-31,803578,10-K,2026-03-31,0001437749-26-010500,EBITDA was not staged because no direct SEC EBITDA fact was available.,"FIREFLY NEUROSCIENCE, INC.",,,
AIFU,,,,-0.5820872547827041,-4.08825172890236,,556567000.0,0.42,-19611000.0,,-0.0352356499756543,-0.0701748396868661,,,31095000.0,56000000.0,,1134236184.0,,,,,,sec_companyfacts,2025-12-31,1413855,20-F,2026-04-28,0001213900-26-048631,EBITDA was not staged because no direct SEC EBITDA fact was available.,AIFU Inc.,,,
AIG,,,,-0.0174672489082969,0.1156302521008403,,26775000000.0,5.43,3074000000.0,,0.1148085901027077,,,,1528000000.0,250000000.0,,530206221.0,,,,,,sec_companyfacts,2025-12-31,5272,10-K,2026-02-12,0000005272-26-000023,EBITDA was not staged because no direct SEC EBITDA fact was available.,"American International Group, Inc.",,,
ACET,,,,,,,,-16.95,-96984000.0,,,,,,36245000.0,,,9348236.0,,,,,,sec_companyfacts,2025-12-31,1720580,DEF 14A,2026-04-29,0001720580-26-000027,Debt was unavailable from SEC Companyfacts. | EBITDA was not staged because no direct SEC EBITDA fact was available. | Revenue was unavailable from annual SEC Companyfacts.,"Adicet Bio, Inc",,,
ABVE,,Consumer Defensive,,-0.45,-0.23358,,294839648.0,-1.75,,,,-0.23252001,-0.027579999,-40343004.0,664430.0,133839864.0,133175434.0,51191848.0,,,,5835870.0,135206960.0,yfinance_research_grade,2024-07-31,,,,,,,,-61292864.0,2026-06-26T03:55:29+00:00
ACAA,,,,,,,,,,,,,,,396057.0,,,28586008.0,,,,,,sec_companyfacts; sec_filing_document,2026-03-31,2096900,10-Q,2026-05-14,0001213900-26-056638,Debt was unavailable from SEC Companyfacts. | EBITDA was not staged because no direct SEC EBITDA fact was available. | EPS was unavailable from annual SEC Companyfacts. | Revenue was unavailable from annual SEC Companyfacts. | Shares outstanding was unavailable from SEC Companyfacts. | Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,Averin Capital Acquisition Corp.,,,2026-06-26T03:58:38+00:00
ACHV,,,,,,,0.0,-1.25,-49468000.0,,,,,,28078000.0,,,102659057.0,,,,,,sec_companyfacts,2019-12-31,949858,10-K,2020-03-13,0001564590-20-010642,Debt was unavailable from SEC Companyfacts. | EBITDA was not staged because no direct SEC EBITDA fact was available.,"ACHIEVE LIFE SCIENCES, INC.",,,
ACIU,,,,,,,,,,,,,,,,,,101742231.0,,,,,,sec_companyfacts,2025-12-31,1651625,20-F,2026-03-13,0001104659-26-027342,Cash was unavailable from SEC Companyfacts. | Debt was unavailable from SEC Companyfacts. | EBITDA was not staged because no direct SEC EBITDA fact was available. | EPS was unavailable from annual SEC Companyfacts. | Revenue was unavailable from annual SEC Companyfacts.,AC IMMUNE SA,,,
ACRV,,,,,,,,-2.02,-65334000.0,,,,,,34064000.0,,,42801729.0,,,,,,sec_companyfacts,2025-12-31,1781174,10-K,2026-03-19,0001193125-26-115123,Debt was unavailable from SEC Companyfacts. | EBITDA was not staged because no direct SEC EBITDA fact was available. | Revenue was unavailable from annual SEC Companyfacts.,"Acrivon Therapeutics, Inc.",,,
ACT,,,,0.0283356105224443,0.5455812180831136,,1235827000.0,4.52,,,,,,,549040000.0,744853000.0,,139600745.0,,,,,,sec_companyfacts,2025-12-31,1823529,10-K,2026-02-27,0001823529-26-000060,EBITDA was not staged because no direct SEC EBITDA fact was available. | Free cash flow could not be calculated because operating cash flow or capex was incomplete.,"Enact Holdings, Inc.",,,
ACTU,,,,,,,,-1.06,,,,,,,8134004.0,,,23925852.0,,,,,,sec_companyfacts,2025-12-31,1652935,10-K,2026-03-26,0001683168-26-002257,Debt was unavailable from SEC Companyfacts. | EBITDA was not staged because no direct SEC EBITDA fact was available. | Free cash flow could not be calculated because operating cash flow or capex was incomplete. | Revenue was unavailable from annual SEC Companyfacts.,"ACTUATE THERAPEUTICS, INC.",,,
ACXP,,,,,,,,-5.32,,,,,,,9254813.0,,,4297738.0,,,,,,sec_companyfacts,2025-12-31,1736243,10-K,2026-03-12,0001104659-26-027052,Debt was unavailable from SEC Companyfacts. | EBITDA was not staged because no direct SEC EBITDA fact was available. | Free cash flow could not be calculated because operating cash flow or capex was incomplete. | Revenue was unavailable from annual SEC Companyfacts.,"Acurx Pharmaceuticals, Inc.",,,
ADAC,,,,,,,,,,,,,,,994167.0,,,23000000.0,,,,,,sec_companyfacts; sec_filing_document,2026-03-31,2083002,10-Q,2026-05-15,0001104659-26-062510,Debt was unavailable from SEC Companyfacts. | EBITDA was not staged because no direct SEC EBITDA fact was available. | EPS was unavailable from annual SEC Companyfacts. | Free cash flow could not be calculated because operating cash flow or capex was incomplete. | Revenue was unavailable from annual SEC Companyfacts. | Shares outstanding was unavailable from SEC Companyfacts. | Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,American Drive Acquisition Co,,,2026-06-26T04:19:43+00:00
ADAM,,,,,,,,1.1,125886000.0,,,,,,208915000.0,669487000.0,,89861108.0,,,,,,sec_companyfacts,2025-12-31,1273685,10-K,2026-02-20,0001273685-26-000029,EBITDA was not staged because no direct SEC EBITDA fact was available. | Revenue was unavailable from annual SEC Companyfacts.,"ADAMAS TRUST, INC.",,,
ADGM,,,,-1.0,,,0.0,-1.51,-19388000.0,,,,,,12909000.0,22872000.0,,22210459.0,,,,,,sec_companyfacts,2025-12-31,2006986,10-K,2026-03-27,0002006986-26-000003,EBITDA was not staged because no direct SEC EBITDA fact was available.,"ADAGIO MEDICAL HOLDINGS, INC.",,,
ADIL,,,,,,,,-11.93,-6557208.0,,,,,,4584100.0,,,2143621.0,,,,,,sec_companyfacts,2025-12-31,1513525,10-K,2026-03-05,0001213900-26-024175,Debt was unavailable from SEC Companyfacts. | EBITDA was not staged because no direct SEC EBITDA fact was available. | Revenue was unavailable from annual SEC Companyfacts.,"ADIAL PHARMACEUTICALS, INC.",,,
ADP,,,,0.0707352129399143,0.1984203026132124,,20560900000.0,9.98,,,,,,,3228400000.0,3995500000.0,,399734282.0,,,,,,sec_companyfacts,2025-06-30,8670,10-K,2025-08-06,0000008670-25-000037,EBITDA was not staged because no direct SEC EBITDA fact was available. | Free cash flow could not be calculated because operating cash flow or capex was incomplete.,AUTOMATIC DATA PROCESSING INC,,,
ADSE,,,,,,,,,,,,,,,,,,60436227.0,,,,,,sec_companyfacts,2025-12-31,1879248,20-F,2026-05-15,0001213900-26-057891,Cash was unavailable from SEC Companyfacts. | Debt was unavailable from SEC Companyfacts. | EBITDA was not staged because no direct SEC EBITDA fact was available. | EPS was unavailable from annual SEC Companyfacts. | Revenue was unavailable from annual SEC Companyfacts.,ADS-TEC ENERGY PUBLIC LIMITED COMPANY,,,
ADUR,,,,,,,,,,,,,,,,,,29613178.0,,,,,,sec_companyfacts,2025-05-31,1863934,40-F,2025-08-27,0001062993-25-015005,Cash was unavailable from SEC Companyfacts. | Debt was unavailable from SEC Companyfacts. | EBITDA was not staged because no direct SEC EBITDA fact was available. | EPS was unavailable from annual SEC Companyfacts. | Revenue was unavailable from annual SEC Companyfacts.,ADURO CLEAN TECHNOLOGIES INC.,,,
ADVB,,,,,,,,-0.16,-5856705.0,,,,,,2602697.0,,,1382133.0,,,,,,sec_companyfacts,2025-06-30,1941029,10-K,2025-10-08,0001213900-25-097465,Debt was unavailable from SEC Companyfacts. | EBITDA was not staged because no direct SEC EBITDA fact was available. | Revenue was unavailable from annual SEC Companyfacts.,Advanced Biomed Inc,,,
AEAQ,,,,,,,,,,,,,,,552636.0,,,23645000.0,,,,,,sec_companyfacts; sec_filing_document,2026-03-31,2083689,10-Q,2026-05-15,0001213900-26-057717,Debt was unavailable from SEC Companyfacts. | EBITDA was not staged because no direct SEC EBITDA fact was available. | EPS was unavailable from annual SEC Companyfacts. | Free cash flow could not be calculated because operating cash flow or capex was incomplete. | Revenue was unavailable from annual SEC Companyfacts. | Shares outstanding was unavailable from SEC Companyfacts. | Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,Activate Energy Acquisition Corp.,,,2026-06-26T04:39:22+00:00
AEHL,,,,,,,,,,,,,,,,0.0,,4580547.0,,,,,,sec_companyfacts,2025-09-30,1470683,20-F,2026-01-29,0001493152-26-004260,Cash was unavailable from SEC Companyfacts. | EBITDA was not staged because no direct SEC EBITDA fact was available. | EPS was unavailable from annual SEC Companyfacts. | Revenue was unavailable from annual SEC Companyfacts.,Antelope Enterprise Holdings Ltd,,,
AEMD,,,,-1.0,,,0.0,-10.61,-7002096.0,,,,,,5026458.0,,,2370560.0,,,,,,sec_companyfacts,2024-03-31,882291,10-K,2024-06-27,0001683168-24-004530,Debt was unavailable from SEC Companyfacts. | EBITDA was not staged because no direct SEC EBITDA fact was available.,"Aethlon Medical, Inc.",,,
AFBI,,,,,,,,1.29,11218000.0,,,,,,89352000.0,,,6094885.0,,,,,,sec_companyfacts,2025-12-31,1823406,10-K/A,2026-04-17,0001193125-26-161629,Debt was unavailable from SEC Companyfacts. | EBITDA was not staged because no direct SEC EBITDA fact was available. | Revenue was unavailable from annual SEC Companyfacts.,"Affinity Bancshares, Inc.",,,
AFCG,,,,-0.4619791433146876,0.8529693590121415,,24563601.0,-0.95,,,,,,,112730935.0,,,23528844.0,,,,,,sec_companyfacts,2025-12-31,1822523,10-K,2026-03-04,0001628280-26-014392,Debt was unavailable from SEC Companyfacts. | EBITDA was not staged because no direct SEC EBITDA fact was available. | Free cash flow could not be calculated because operating cash flow or capex was incomplete.,ADVANCED FLOWER CAPITAL INC.,,,
AFJK,,,,,,,,0.08,,,,,,,,,,3166332.0,,,,,,sec_companyfacts,2025-12-31,1979005,10-K,2026-05-04,0001493152-26-021108,Cash was unavailable from SEC Companyfacts. | Debt was unavailable from SEC Companyfacts. | EBITDA was not staged because no direct SEC EBITDA fact was available. | Free cash flow could not be calculated because operating cash flow or capex was incomplete. | Revenue was unavailable from annual SEC Companyfacts.,"AIMEI HEALTH TECHNOLOGY CO., LTD",,,
AFL,,,,-0.0931473556295239,0.21242134700536,,17164000000.0,6.82,,,,0.2421929620135166,,,5654000000.0,8378000000.0,,508984904.0,,,,,,sec_companyfacts,2025-12-31,4977,10-K,2026-02-25,0001628280-26-011402,EBITDA was not staged because no direct SEC EBITDA fact was available. | Free cash flow could not be calculated because operating cash flow or capex was incomplete.,AFLAC INC,,,
AFRM,,,,0.3880384795688676,0.0161846563032267,,3224412000.0,0.15,601720000.0,,0.186613869443483,-0.0270663302332332,,,1723413000.0,8873911000.0,,294357801.0,,,,,,sec_companyfacts; sec_filing_document,2026-05-01,1820953,10-Q,2026-05-07,0001628280-26-032294,EBITDA was not staged because no direct SEC EBITDA fact was available. | Shares outstanding was unavailable from SEC Companyfacts. | Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,"Affirm Holdings, Inc.",,,2026-06-26T04:58:12+00:00
AFYA,,Consumer Defensive,9.206249,0.082,0.20073,66.887,3773606912.0,1.6,525229504.0,525229504.0,0.1391850068775791,0.38866,0.64334,1484216960.0,1332866048.0,3201586944.0,1868720896.0,55148697.0,9.206249,7.5021477,1.424284,1347097088.0,3221506816.0,yfinance_research_grade; sec_filing_document,2026-03-25,1771007,20-F,2026-03-31,0001292814-26-002013,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,Afya Ltd,,757481024.0,2026-06-26T05:00:59+00:00
AGAE,,Technology,,0.02,0.0,98.921,7975219.0,-0.83,-7986683.0,-7986683.0,-1.001437452689387,-6.4447603,0.47159,-28953244.0,50843080.0,37243188.0,-13599892.0,37016657.0,,,0.44615382,22757840.0,11870434.0,yfinance_research_grade,2025-12-31,,,,,,,,-32786790.0,2026-06-26T04:46:35+00:00
AGCC,,Consumer Defensive,377.50003,2.741,0.09819,169.577,6206178.0,0.04,-8163628.0,-8163628.0,-1.315403457651392,0.06262,0.30431998,813597.0,15824906.0,16733650.0,908744.0,19876500.0,377.50003,,30.44355,344076160.0,344984896.0,yfinance_research_grade; sec_filing_document,2026-03-05,2060016,20-F,2026-04-30,0001213900-26-050040,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,Agencia Comercial Spirits Ltd.,,609382.0,2026-06-26T05:07:48+00:00
AGMB,,,,,,,,,,,,,,,,,,34167168.0,,,,,,sec_companyfacts,2025-12-31,2020932,20-F,2026-04-23,0001104659-26-047872,Cash was unavailable from SEC Companyfacts. | Debt was unavailable from SEC Companyfacts. | EBITDA was not staged because no direct SEC EBITDA fact was available. | EPS was unavailable from annual SEC Companyfacts. | Revenue was unavailable from annual SEC Companyfacts.,AgomAb Therapeutics NV,,,
AGMH,,Technology,0.031911626,4.307,0.31413,6.078,48526744.0,32.59,-12927555.0,-12927555.0,-0.2664006264257086,-0.01599,0.1545,19562996.0,6492701.0,2173365.0,-4319336.0,24254842.0,0.031911626,,0.057420496,2390888.0,-2266206.0,yfinance_research_grade; sec_filing_document,2024-12-31,1705402,20-F/A,2025-08-22,0001185185-25-001059,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,"AGM GROUP HOLDINGS, INC.",,19100052.0,2026-06-26T05:17:50+00:00
AGNC,,Real Estate,8.296875,,0.91713,722.896,1604999936.0,1.28,,,,1.29825,1.0,,18314999808.0,88055996416.0,69740996608.0,1147929272.0,8.296875,7.0947566,1.1935266,12191007744.0,83900006400.0,yfinance_research_grade; sec_filing_document,2026-04-16,1423689,10-Q,2026-05-04,0001423689-26-000099,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,AGNC Investment Corp.,,1302000000.0,2026-06-26T05:21:40+00:00
AGPU,,Technology,,-0.68,0.0,3.556,50285.0,-8.93,-31951372.0,-31951372.0,-635.4056279208512,-97.205215,0.31841,-29445688.0,6925244.0,1432215.0,-5493029.0,10404641.0,,,0.55365396,69999536.0,61825792.0,yfinance_research_grade; sec_filing_document,2026-04-20,1446159,10-Q,2026-05-15,0001171843-26-003484,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,Axe Compute Inc.,,-238277168.0,2026-06-26T05:25:35+00:00
AGRZ,,Consumer Defensive,3.8677776,3.202,0.13293,69.847,62679872.0,0.09,-613851.0,-613851.0,-0.0097934309757365,0.15624,0.32122,14156994.0,3625690.0,11393532.0,7767842.0,20423485.0,3.8677776,,1.8596194,7544540.0,15355636.0,yfinance_research_grade; sec_filing_document,2025-05-22,2009233,20-F,2025-05-22,0001213900-25-046757,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,Agroz Inc.,,8331894.0,2026-06-26T05:29:22+00:00
AHMA,,Consumer Cyclical,44.25,0.046,0.06046,0.888,20229180.0,0.04,-703961.0,-703961.0,-0.0347992849932622,0.09134,0.24858,1388851.0,2928797.0,110970.0,-2817827.0,10965000.0,44.25,,4.214286,52613248.0,49795424.0,yfinance_research_grade; sec_filing_document,2025-12-31,2010959,20-F,2026-04-30,0001213900-26-050228,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,AMBITIONS ENTERPRISE MANAGEMENT CO. L.L.C,,1223156.0,2026-06-26T05:33:22+00:00
AIAI,,Industrials,,,0.0,,,-2.31,,,,0.0,0.0,,,0.0,,70313990.0,,,,1125023872.0,,yfinance_research_grade; sec_filing_document,2026-05-14,2096362,10-Q,2026-06-22,0001193125-26-277544,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,AIAI Holdings Corp,,-3899000.0,2026-06-26T05:39:56+00:00
AIDX,,Healthcare,,-0.362,-2.7913,33.567,1844688.0,-0.49,-1301893.0,-1301893.0,-0.7057524090794758,-4.08449,0.27193,-3921809.0,4219099.0,925487.0,-3293612.0,10611528.0,,,2.4192624,7231882.0,3174612.0,yfinance_research_grade; sec_filing_document,2026-04-23,1139685,10-Q,2026-05-20,0001213900-26-059542,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,"20/20 Biolabs, Inc.",,-5094888.0,2026-06-26T05:43:16+00:00
AIHS,,Industrials,,-0.205,-1.15739,5.257,3132462.0,-3.04,-4550194.0,-4550194.0,-1.4525935190913728,-3.05725,0.19746,-3974467.0,3508226.0,199504.0,-3308722.0,4557489.0,,,16.78161,6653934.0,6742953.0,yfinance_research_grade; sec_filing_document,2026-01-30,1711012,10-Q,2026-02-13,0001213900-26-016397,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,Senmiao Technology Ltd,,-4088703.0,2026-06-26T05:46:03+00:00
AIIO,,Consumer Cyclical,,-0.982,0.0,,950000.0,-211.89,51768000.0,51768000.0,54.49263157894737,-1758.0814,0.15895,-156854000.0,4879000.0,27139000.0,22260000.0,36350011.0,,,-0.64665896,543731264.0,95088760.0,yfinance_research_grade; sec_filing_document,2026-02-11,1932737,20-F,2026-04-30,0001213900-26-050409,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,ROBO.AI INC.,,-167342000.0,2026-06-26T05:49:27+00:00
AIIR,,Consumer Defensive,22.413794,,0.0,,,0.29,,,,0.0,0.0,,,,,160386602.0,22.413794,10.333863,,1042512960.0,,yfinance_research_grade,,,,,,,,,,2026-06-26T05:52:20+00:00
AIMD,,Technology,,-0.998,0.0,242.675,18111.0,-2.83,616062.0,616062.0,34.0159019380487,-14184.143,0.79151,-8334230.0,2841422.0,13812940.0,10971518.0,8524542.0,,,1.9313304,13256175.0,24227694.0,yfinance_research_grade; sec_filing_document,2026-03-31,1014763,10-Q,2026-05-13,0001493152-26-022791,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,"Ainos, Inc.",,-13944790.0,2026-06-26T05:55:30+00:00
AIOS,,Technology,,,0.0,,5067754.0,-964.92,186623328.0,186623328.0,36.8256486009384,0.29034,0.71953005,3091202.0,1413604.0,0.0,-1413604.0,4985096.0,,,0.6000102,37972800.0,36667664.0,yfinance_research_grade; sec_filing_document,2025-12-31,1603993,20-F,2026-04-20,0001213900-26-045606,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,AIOS Tech Inc.,,-223702576.0,2026-06-26T05:59:06+00:00
AIOT,,Technology,,0.105,-0.04631,61.65,443776992.0,-0.15,15281875.0,15281875.0,0.03443593353303,0.11253,0.55527997,85772000.0,36496000.0,296915008.0,260419008.0,134180878.0,,11.074627,1.0200715,497811072.0,756986688.0,yfinance_research_grade; sec_filing_document,2026-03-31,1774170,10-K,2026-06-15,0001628280-26-043187,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,"Powerfleet, Inc.",,-20552000.0,2026-06-26T06:01:51+00:00
AIP,,Technology,,0.387,-0.44924,260.131,76983000.0,-0.79,20365000.0,20365000.0,0.2645389241780653,-0.38001,0.88804,-30267000.0,38103000.0,6740000.0,-31363000.0,46171982.0,,272.4375,778.3928,2012636800.0,1981273728.0,yfinance_research_grade; sec_filing_document,2025-12-31,1667011,10-Q,2026-05-12,0001628280-26-034186,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,"Arteris, Inc.",,-34584000.0,2026-06-26T06:05:09+00:00
AIRE,,Real Estate,,-0.091,0.0,3.55,4433925.0,-5.0,-8611330.0,-8611330.0,-1.942146066972265,-5.08959,0.56046003,-17487576.0,4667612.0,330515.0,-4337097.0,134118789.0,,-1.0400001,1.1848959,9763847.0,6495281.0,yfinance_research_grade; sec_filing_document,2026-03-31,1859199,10-Q,2026-04-28,0001213900-26-048242,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,reAlpha Tech Corp.,,-19242526.0,2026-06-26T06:09:47+00:00
AIRG,,Technology,,-0.042,-0.13216,16.102,51277000.0,-0.56,268625.0,268625.0,0.0052387035122959,-0.16845,0.43602002,-4081000.0,7127000.0,4511000.0,-2616000.0,12675780.0,,19.870968,2.7835517,78082800.0,75466808.0,yfinance_research_grade; sec_filing_document,2026-02-09,1272842,10-Q,2026-05-06,0001193125-26-209133,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,AIRGAIN INC,,-6777000.0,2026-06-26T06:11:56+00:00
AIRJ,,Industrials,,,0.0,0.048,,-1.16,-4051166.0,-4051166.0,,0.0,0.0,-13992823.0,31062196.0,115735.0,-30946461.0,72400588.0,,-15.926787,1.3411864,342092800.0,292587232.0,yfinance_research_grade,2026-03-31,,,,,,,,-73744400.0,2026-06-26T06:14:06+00:00
